Mês;Central Regulação;Unidade de saúde;Unidade de saúde/Região;Especialidade;Sub-Especialidade;Complexidade;Vagas ofertadas;Vagas não preenchidas;Perda primária;Agendamentos cancelados pelo solicitante ou rotina automática;Perda primária sem cancelamentos;Agendamentos;Compareceu;Faltantes;Perda secundária;Tempo médio de espera (Dias)
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338351 / SANTA CASA DE MISERICORDIA DE GOIANIA;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE RENAL;ALTA;6.0;5.0;83.33;0;83.33;1.0;0;0.0;0.0;3.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338386 / FUNDACAO BANCO DE OLHOS DE GOIAS;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE DE CORNEA;ALTA;13.0;12.0;92.31;0;92.31;1.0;0;0.0;0.0;7.67
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;PNEUMOLOGIA;(INATIVO)PNEUMOLOGIA PLETISMOGRAFIA;ALTA;24.0;24.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ANGIOLOGIA;ANGIOLOGIA GERAL;ALTA;25.0;1.0;4.0;1;0.0;24.0;12;12.0;50.0;373.55
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CABEÇA E PESCOÇO;CABEÇA E PESCOÇO CIRURGICA;ALTA;5.0;0.0;0.0;0;0.0;5.0;5;0.0;0.0;242.75
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CIRURGIA;CIRURGIA GERAL;ALTA;159.0;33.0;20.75;23;6.29;126.0;96;28.0;22.22;127.64
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CIRURGIA PLASTICA;CIRURGIA PLASTICA GERAL;ALTA;22.0;6.0;27.27;1;22.73;16.0;13;3.0;18.75;930.88
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;COLOPROCTOLOGIA;COLOPROCTOLOGIA GERAL;ALTA;190.0;46.0;24.21;46;0.0;144.0;85;52.0;36.11;340.04
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;DERMATOLOGIA;DERMATOLOGIA GERAL;ALTA;29.0;5.0;17.24;5;0.0;24.0;17;7.0;29.17;84.45
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;DERMATOLOGIA;DERMATOLOGIA XERODERMA;ALTA;4.0;1.0;25.0;1;0.0;3.0;1;2.0;66.67;0.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA DIABETES MELLITUS;ALTA;43.0;8.0;18.6;8;0.0;35.0;20;14.0;40.0;408.15
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA PEDIATRICA;ALTA;28.0;1.0;3.57;1;0.0;27.0;17;10.0;37.04;291.34
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GASTROENTEROLOGIA;GASTROENTEROLOGIA GERAL;ALTA;116.0;17.0;14.66;17;0.0;99.0;65;30.0;30.3;191.53
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GASTROENTEROLOGIA;GASTROENTEROLOGIA PCCO OBESIDADE GRAVE;ALTA;54.0;6.0;11.11;6;0.0;48.0;38;10.0;20.83;902.94
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA GERAL;ALTA;86.0;2.0;2.33;2;0.0;84.0;49;30.0;35.71;216.02
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA INFANTO PUBERAL;ALTA;12.0;7.0;58.33;0;58.33;5.0;3;0.0;0.0;5.5
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA INTERSEXO;ALTA;4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA PATOLOGIA CERVICAL;ALTA;16.0;3.0;18.75;3;0.0;13.0;8;5.0;38.46;581.67
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA TRANSEXUALIDADE;ALTA;28.0;19.0;67.86;18;3.57;9.0;3;4.0;44.44;470.33
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;GINECOLOGIA;GINECOLOGIA TRANSEXUALIDADE PRÉ OPERATORIO;ALTA;11.0;11.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;MASTOLOGIA;MASTOLOGIA GERAL;ALTA;124.0;15.0;12.1;15;0.0;109.0;80;29.0;26.61;43.91
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;NEFROLOGIA;NEFROLOGIA GERAL;ALTA;2.0;0.0;0.0;0;0.0;2.0;2;0.0;0.0;777.2
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;NEUROCIRURGIA;NEUROCIRURGIA GERAL;ALTA;41.0;7.0;17.07;7;0.0;34.0;24;7.0;20.59;337.03
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;NEUROCIRURGIA;NEUROCIRURGIA NERVOS PERIFÉRICOS;ALTA;30.0;19.0;63.33;2;56.67;11.0;9;0.0;0.0;206.14
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;NEUROLOGIA;NEUROLOGIA GERAL;ALTA;140.0;29.0;20.71;14;10.71;111.0;64;46.0;41.44;434.33
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PPNE ADULTO;ALTA;45.0;13.0;28.89;6;15.56;32.0;21;9.0;28.13;2.05
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ONCOLOGIA CLINICA;ONCOLOGIA CLINICA UROLOGIA;ALTA;24.0;18.0;75.0;6;50.0;6.0;6;0.0;0.0;0.75
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA GERAL;ALTA;35.0;4.0;11.43;4;0.0;31.0;21;9.0;29.03;223.4
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;PNEUMOLOGIA;PNEUMOLOGIA GERAL;ALTA;47.0;30.0;63.83;20;21.28;17.0;10;7.0;41.18;45.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE DE MEDULA OSSEA;ALTA;8.0;2.0;25.0;0;25.0;6.0;6;0.0;0.0;3.83
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE HEPÁTICO;ALTA;21.0;8.0;38.1;1;33.33;13.0;13;0.0;0.0;9.93
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE RENAL;ALTA;165.0;91.0;55.15;0;55.15;74.0;71;2.0;2.7;12.86
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE RINS-PÂNCREAS;ALTA;2.0;0.0;0.0;0;0.0;2.0;2;0.0;0.0;1.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROLOGIA;UROLOGIA GERAL;ALTA;102.0;12.0;11.76;12;0.0;90.0;49;36.0;40.0;210.54
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROLOGIA;UROLOGIA INFERTILIDADE;ALTA;3.0;0.0;0.0;0;0.0;3.0;1;2.0;66.67;91.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROLOGIA;UROLOGIA PRÓSTATA;ALTA;44.0;4.0;9.09;4;0.0;40.0;24;15.0;37.5;210.44
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROLOGIA;UROLOGIA SEXUALIDADE MASCULINA;ALTA;32.0;7.0;21.88;5;6.25;25.0;18;7.0;28.0;36.79
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339072 / HEMOCENTRO COORD EST DE GOIAS PROF NION ALBERNAZ HEMOGO;CENTRAL;HEMATOLOGIA;HEMATOLOGIA GERAL;MEDIA;131.0;48.0;36.64;37;8.4;83.0;54;29.0;34.94;168.92
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339072 / HEMOCENTRO COORD EST DE GOIAS PROF NION ALBERNAZ HEMOGO;CENTRAL;HEMATOLOGIA;HEMATOLOGIA PEDIATRICA;MEDIA;8.0;0.0;0.0;0;0.0;8.0;7;1.0;12.5;21.5
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339196 / HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU;CENTRAL;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;320.0;51.0;15.94;51;0.0;269.0;196;64.0;23.79;37.57
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339196 / HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU;CENTRAL;MASTOLOGIA;MASTOLOGIA CIRURGICA;ALTA;80.0;78.0;97.5;0;97.5;2.0;1;1.0;50.0;21.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339196 / HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU;CENTRAL;OBSTETRÍCIA;OBSTETRÍCIA PRÉ NATAL DE ALTO RISCO;ALTA;84.0;4.0;4.76;4;0.0;80.0;39;41.0;51.25;49.98
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;BUCO MAXILO FACIAL;BUCO MAXILO FACIAL GERAL;ALTA;216.0;11.0;5.09;11;0.0;205.0;135;70.0;34.15;5.26
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA ENDODONTIA;ALTA;102.0;22.0;21.57;22;0.0;80.0;30;49.0;61.25;205.82
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA ORTODONTIA;ALTA;25.0;6.0;24.0;6;0.0;19.0;13;6.0;31.58;0.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PERIODONTIA;ALTA;630.0;564.0;89.52;20;86.35;66.0;48;18.0;27.27;0.31
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PPNE ADULTO;ALTA;99.0;87.0;87.88;4;83.84;12.0;9;3.0;25.0;11.5
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PPNE INFANTIL;ALTA;102.0;87.0;85.29;4;81.37;15.0;9;6.0;40.0;0.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PRÓTESE;ALTA;16.0;10.0;62.5;10;0.0;6.0;6;0.0;0.0;91.25
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2339781 / CENTRO ESTADUAL DE ODONTOLOGIA SEBASTIAO ALVES RIBEIRO COEG;CENTRAL;ODONTOLOGIA;ODONTOLOGIA REABILITAÇÃO NEUROCLUSAL;ALTA;24.0;22.0;91.67;17;20.83;2.0;0;2.0;100.0;0.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;CIRURGIA;CIRURGIA GERAL;ALTA;80.0;39.0;48.75;19;25.0;41.0;26;15.0;36.59;148.62
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;CIRURGIA;CIRURGIA GERAL PEQUENA CIRURGIA;MEDIA;60.0;28.0;46.67;25;5.0;32.0;22;10.0;31.25;105.53
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;CIRURGIA VASCULAR;CIRURGIA VASCULAR VARIZES;ALTA;40.0;16.0;40.0;16;0.0;24.0;18;6.0;25.0;192.05
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;60.0;25.0;41.67;25;0.0;35.0;32;3.0;8.57;122.92
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;100.0;92.0;92.0;32;60.0;8.0;3;5.0;62.5;2.33
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;UROLOGIA;UROLOGIA GERAL;ALTA;80.0;35.0;43.75;20;18.75;45.0;29;16.0;35.56;26.93
2024/09;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340720 / CEMAB CENTRO MEDICO AUGUSTA BASTOS;SUDOESTE I;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;302.0;275.0;91.06;33;80.13;27.0;22;5.0;18.52;0.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2343525 / HOSPITAL DE CARIDADE SAO PEDRO D ALCANTARA;RIO VERMELHO;CIRURGIA;CIRURGIA GERAL;ALTA;120.0;95.0;79.17;65;25.0;25.0;9;0.0;0.0;30.26
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2343525 / HOSPITAL DE CARIDADE SAO PEDRO D ALCANTARA;RIO VERMELHO;CIRURGIA VASCULAR;CIRURGIA VASCULAR VARIZES;ALTA;100.0;33.0;33.0;6;27.0;67.0;54;13.0;19.4;48.77
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2343525 / HOSPITAL DE CARIDADE SAO PEDRO D ALCANTARA;RIO VERMELHO;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;100.0;82.0;82.0;0;82.0;18.0;15;3.0;16.67;8.64
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2343525 / HOSPITAL DE CARIDADE SAO PEDRO D ALCANTARA;RIO VERMELHO;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;100.0;2.0;2.0;2;0.0;98.0;77;0.0;0.0;52.16
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;CIRURGIA;CIRURGIA GERAL;ALTA;208.0;147.0;70.67;90;27.4;61.0;0;15.0;24.59;29.72
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;88.0;52.0;59.09;6;52.27;36.0;0;3.0;8.33;9.74
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;GINECOLOGIA;GINECOLOGIA GERAL;ALTA;30.0;26.0;86.67;20;20.0;4.0;0;3.0;75.0;34.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;270.0;135.0;50.0;70;24.07;135.0;0;25.0;18.52;2.86
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA PÉ E TORNOZELO;ALTA;36.0;32.0;88.89;1;86.11;4.0;0;0.0;0.0;40.2
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA GERAL;ALTA;50.0;26.0;52.0;16;20.0;24.0;0;6.0;25.0;90.82
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;UROLOGIA;UROLOGIA GERAL;ALTA;40.0;17.0;42.5;15;5.0;23.0;0;2.0;8.7;148.46
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;CIRURGIA;CIRURGIA GERAL;ALTA;136.0;62.0;45.59;46;11.76;74.0;52;22.0;29.73;19.82
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;28.0;7.0;25.0;2;17.86;21.0;10;11.0;52.38;11.55
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;84.0;48.0;57.14;22;30.95;36.0;28;8.0;22.22;6.79
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;CIRURGIA;CIRURGIA GERAL;ALTA;172.0;112.0;65.12;67;26.16;60.0;40;18.0;30.0;38.1
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;221.0;175.0;79.19;27;66.97;46.0;29;17.0;36.96;7.64
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;NEUROLOGIA;NEUROLOGIA GERAL;ALTA;52.0;34.0;65.38;27;13.46;18.0;9;9.0;50.0;187.21
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;OFTALMOLOGIA;OFTALMOLOGIA BLEFAROPLASTIA;ALTA;180.0;7.0;3.89;7;0.0;173.0;150;23.0;13.29;99.08
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;OFTALMOLOGIA;OFTALMOLOGIA PTERIGIO;ALTA;162.0;147.0;90.74;11;83.95;15.0;5;10.0;66.67;141.38
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;99.0;0.0;0.0;0;0.0;99.0;72;20.0;20.2;2.1
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;PEDIATRIA;PEDIATRIA GERAL;ALTA;125.0;111.0;88.8;84;21.6;14.0;5;9.0;64.29;122.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;PSIQUIATRIA;PSIQUIATRIA GERAL;ALTA;72.0;39.0;54.17;36;4.17;33.0;14;19.0;57.58;24.5
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;UROLOGIA;UROLOGIA GERAL;ALTA;40.0;12.0;30.0;6;15.0;28.0;9;19.0;67.86;174.26
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;CIRURGIA;CIRURGIA GERAL;ALTA;87.0;64.0;73.56;47;19.54;23.0;16;6.0;26.09;17.09
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;40.0;0.0;0.0;0;0.0;40.0;33;7.0;17.5;105.29
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA MÃO E PUNHO;ALTA;19.0;19.0;100.0;2;89.47;0.0;0;0.0;0.0;0.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA OMBRO E COTOVELO;ALTA;4.0;2.0;50.0;2;0.0;2.0;0;2.0;100.0;202.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA PÉ E TORNOZELO;ALTA;4.0;2.0;50.0;2;0.0;2.0;2;0.0;0.0;8.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;ANGIOLOGIA;ANGIOLOGIA ARTERIOGRAFIA;ALTA;4.0;0.0;0.0;0;0.0;4.0;2;2.0;50.0;158.13
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CARDIOLOGIA;CARDIOLOGIA ANGIOPLASTIA;ALTA;16.0;0.0;0.0;0;0.0;16.0;12;4.0;25.0;16.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CARDIOLOGIA;CARDIOLOGIA CATETERISMO;ALTA;35.0;2.0;5.71;2;0.0;33.0;28;5.0;15.15;260.19
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CARDIOLOGIA;CARDIOLOGIA CIRURGICA;ALTA;12.0;2.0;16.67;2;0.0;10.0;6;4.0;40.0;177.38
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CARDIOLOGIA;CARDIOLOGIA MARCAPASSO;ALTA;20.0;4.0;20.0;4;0.0;16.0;15;1.0;6.25;117.23
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CIRURGIA;CIRURGIA GERAL;ALTA;11.0;9.0;81.82;4;45.45;2.0;1;1.0;50.0;25.0
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CIRURGIA VASCULAR;CIRURGIA VASCULAR GERAL;ALTA;40.0;13.0;32.5;13;0.0;27.0;17;10.0;37.04;201.37
2024/09;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;10.0;8.0;80.0;0;80.0;2.0;1;0.0;0.0;7.67
