Mês;Especialidade;Dias em fila;Em fila;Tempo médio de espera (Dias);Procedimentos realizados
2024/05;CIRURGIA VASCULAR/GERAL;6720;46;146.09;0
2024/10;GINECOLOGIA/3;530;2;265.0;0
2025/02;CIRURGIA PLÁSTICA/GERAL;45;1;45.0;0
2025/01;OFTALMOLOGIA/AO;461;17;27.12;0
2025/07;CIRURGIA PLÁSTICA/10;4342;6;723.67;0
2025/06;ORTOPEDIA/RETIRADA DE MATERIAL;1940;48;40.42;0
2025/04;NEUROCIRURGIA/1;1097;12;91.42;0
2025/11;OTORRINOLARINGOLOGIA/IMPLANTE COCLEAR;520;5;104.0;0
2026/05;PROGRAMA TRANSEXUALIZADOR/CIRURGIA PLÁSTICA;774;4;193.5;0
2024/07;ONCOLOGIA/UROLOGIA;132;11;12.0;0
2026/07;OTORRINOLARINGOLOGIA/OUVIDO 3;382;4;95.5;0
2026/02;ORTOPEDIA/MÃO;1389;36;38.58;0
2023/11;ORTOPEDIA/MÃO;1350;62;21.77;0
2025/03;ORTOPEDIA/TUMOR;87;3;29.0;0
2026/05;MASTOLOGIA;652;16;40.75;41
2023/12;OTORRINOLARINGOLOGIA/5;131;1;131.0;0
2024/05;ODONTOLOGIA PARA PACIENTES COM NECESSIDADES ESPECIAIS;2636;53;49.74;46
2023/03;COLOPROCTOLOGIA/1;772;39;19.79;0
2024/02;CIRURGIA VASCULAR/6;1403;7;200.43;0
2024/07;UROLOGIA/6;809;3;269.67;0
2025/09;ORTOPEDIA/RETIRADA DE MATERIAL SÍNTESE;876;34;25.76;0
2024/08;ORTOPEDIA/OMBRO;1197;42;28.5;0
2023/06;ORTOPEDIA/3;3;1;3.0;0
2023/08;NEUROCIRURGIA/5;83;2;41.5;0
2024/04;NEUROCIRURGIA/3;15;1;15.0;0
2024/06;OTORRINOLARINGOLOGIA/CAVIDADE ORAL;530;20;26.5;0
2026/08;CIRURGIA GERAL/PAREDE E CAVIDADE ABDOMINAL;467;27;17.3;0
2024/09;OFTALMOLOGIA/CATARATA OE;514;120;4.28;0
2024/03;ORTOPEDIA/PÉ/TORNOZELO;1130;37;30.54;0
2024/07;UROLOGIA/1;840;28;30.0;0
2026/06;ONCOLOGIA/COLOPROCTOLOGIA;54;4;13.5;0
2026/02;UROLOGIA/3;2802;14;200.14;0
2023/08;OTORRINOLARINGOLOGIA/NARIZ 2;349;9;38.78;0
2024/06;CIRURGIA GERAL/1;327;5;65.4;0
2025/06;OTORRINOLARINGOLOGIA/OUVIDO 1;121;5;24.2;0
2025/06;ORTOPEDIA/9;465;7;66.43;0
2025/05;ORTOPEDIA/OMBRO (ARTROPLASTIAS);432;1;432.0;0
2023/02;CIRURGIA TORÁCICA/3;0;1;0.0;0
2026/01;ORTOPEDIA/RETIRADA DE FIO OU PINO;156;4;39.0;0
2025/08;ORTOPEDIA/JOELHO;26;3;8.67;0
2026/02;CIRURGIA VASCULAR/3;176;1;176.0;0
2024/10;ORTOPEDIA;17464;627;27.85;981
2025/05;ORTOPEDIA;51963;777;66.88;1145
2024/05;COLOPROCTOLOGIA/2;369;6;61.5;0
2025/10;OTORRINOLARINGOLOGIA/OUVIDO 1;274;6;45.67;0
2026/09;OFTALMOLOGIA/CATARATA OD;2516;125;20.13;0
2026/07;ORTOPEDIA/COLUNA (ARTRODESE);2692;11;244.73;0
2024/04;OTORRINOLARINGOLOGIA/2;305;7;43.57;0
2024/01;ORTOPEDIA/RETIRADA DE MATERIAL;597;33;18.09;0
2024/05;COLOPROCTOLOGIA;941;11;85.55;34
2023/05;CIRURGIA GERAL/1;243;7;34.71;0
2025/05;ORTOPEDIA/MÃO;6824;47;145.19;0
2026/09;UROLOGIA/9;253;1;253.0;0
2026/01;UROLOGIA/GERAL;12958;157;82.54;0
2026/01;MASTOLOGIA;451;6;75.17;24
2025/04;CIRURGIA GERAL/2;67;4;16.75;0
2023/03;GINECOLOGIA;6006;271;22.16;312
2025/07;CIRURGIA GERAL/ESTOMAGO E INTESTINOS;533;34;15.68;0
2025/11;OTORRINOLARINGOLOGIA/LARINGE;159;3;53.0;0
2026/09;CIRURGIA PLÁSTICA/1;48912;122;400.92;0
2023/06;CIRURGIA VASCULAR/GERAL;4031;51;79.04;0
2025/10;CIRURGIA PLÁSTICA/3;55;1;55.0;0
2024/08;CIRURGIA PLÁSTICA/6;1693;10;169.3;0
2024/03;CIRURGIA GERAL/PAREDE E CAVIDADE ABDOMINAL;1634;37;44.16;0
2026/07;ORTOPEDIA/REVISÃO QUADRIL;439;1;439.0;0
2023/11;GINECOLOGIA/3;848;7;121.14;0
2023/06;ONCOLOGIA;439;15;29.27;67
2025/01;ORTOPEDIA/QUADRIL;2857;46;62.11;0
2023/01;ORTOPEDIA/PÉ/TORNOZELO;15;11;1.36;0
2024/01;ORTOPEDIA/11;67;1;67.0;0
2025/09;NEUROCIRURGIA/5;590;1;590.0;0
2024/12;BUCOMAXILOFACIAL;178;10;17.8;30
2026/02;CIRURGIA PLÁSTICA/GERAL;606;4;151.5;0
2024/11;ORTOPEDIA/FIXADOR EXTERNO;817;22;37.14;0
2023/08;CIRURGIA VASCULAR/5;36;1;36.0;0
2023/02;CIRURGIA PEDIÁTRICA/1;248;14;17.71;0
2024/08;OTORRINOLARINGOLOGIA/1;791;16;49.44;0
2023/10;ORTOPEDIA/3;46;3;15.33;0
2025/08;OTORRINOLARINGOLOGIA/4;85;2;42.5;0
2025/07;GINECOLOGIA/2;236;5;47.2;0
2025/08;ORTOPEDIA/ARTROPLASTIA;33;1;33.0;0
2024/08;GINECOLOGIA/8;537;1;537.0;0
2024/08;CIRURGIA CARDÍACA - PEDIATRICA/HEMODINÂMICA;929;3;309.67;0
2023/07;CIRURGIA TORÁCICA/6;0;1;0.0;0
2026/02;ORTOPEDIA/RETIRADA DE MATERIAL SÍNTESE;952;46;20.7;0
2024/03;CIRURGIA GERAL/GERAL;195;1;195.0;0
2025/08;ORTOPEDIA/3;165;3;55.0;0
2023/01;BUCOMAXILOFACIAL;5;1;5.0;9
2023/08;OTORRINOLARINGOLOGIA;1896;54;35.11;159
2026/05;PCCO - BARIATRICA;1794;26;69.0;26
2025/02;GINECOLOGIA/9;865;2;432.5;0
2025/12;CIRURGIA CARDÍACA - ADULTO/CIRURGIA CARDÍACA;3906;16;244.13;0
2026/02;ORTOPEDIA/PLEXO BRAQUIAL;296;2;148.0;0
2023/05;MASTOLOGIA/3;498;26;19.15;0
2024/03;CIRURGIA GERAL/1;0;1;0.0;0
2024/03;CIRURGIA GERAL/5;270;8;33.75;0
2025/12;UROLOGIA/LITIASE;1174;20;58.7;0
2024/09;CIRURGIA GERAL/2;94;12;7.83;0
2025/07;CIRURGIA PEDIÁTRICA/3;230;1;230.0;0
2025/08;ORTOPEDIA/13;805;1;805.0;0
2024/11;BUCOMAXILOFACIAL/ORTOGNÁTICA;175;4;43.75;0
2024/05;COLOPROCTOLOGIA/4;6;1;6.0;0
2026/08;UROLOGIA/LITIASE;3218;13;247.54;0
2024/09;OTORRINOLARINGOLOGIA/CAVIDADE ORAL;615;14;43.93;0
2023/01;OTORRINOLARINGOLOGIA;11;1;11.0;23
2023/07;OTORRINOLARINGOLOGIA/NARIZ 1;970;30;32.33;0
2023/04;ORTOPEDIA/4;42;3;14.0;0
2024/10;CIRURGIA GERAL/5;309;4;77.25;0
2024/12;OFTALMOLOGIA/AO;259;19;13.63;0
2024/12;ONCOLOGIA/DERMATOLOGIA;3775;49;77.04;0
2023/05;UROLOGIA/7;0;1;0.0;0
2025/09;ORTOPEDIA/RETIRADA;3016;10;301.6;0
2023/07;ORTOPEDIA/3;15;4;3.75;0
2026/09;OTORRINOLARINGOLOGIA/4;13848;33;419.64;0
2023/06;GINECOLOGIA/GERAL;150;3;50.0;0
2026/04;BUCOMAXILOFACIAL/ORTOGNÁTICA;475;5;95.0;0
2025/06;COLOPROCTOLOGIA/3;812;5;162.4;0
2023/08;CIRURGIA GERAL/2;103;19;5.42;0
2026/06;ORTOPEDIA/RETIRADA;474;14;33.86;0
2026/06;OTORRINOLARINGOLOGIA/2;269;2;134.5;0
2023/10;ORTOPEDIA/COLUNA (DEFORMIDADES);167;2;83.5;0
2026/02;ONCOLOGIA/DERMATOLOGIA;659;49;13.45;0
2024/11;CIRURGIA PLÁSTICA/8;93;1;93.0;0
2026/08;OTORRINOLARINGOLOGIA/OUVIDO 3;1480;4;370.0;0
2026/04;OTORRINOLARINGOLOGIA/CAVIDADE ORAL;784;22;35.64;0
2024/09;OFTALMOLOGIA/AO;782;17;46.0;0
2023/03;COLOPROCTOLOGIA;205;7;29.29;51
2023/04;OTORRINOLARINGOLOGIA/CIRURGIAS PLÁSTICAS;184;7;26.29;0
2025/01;CIRURGIA GERAL/10;2013;5;402.6;0
2025/05;CIRURGIA TORÁCICA/5;2375;3;791.67;0
2025/02;CIRURGIA CARDÍACA - ADULTO;241;15;16.07;20
2026/06;ORTOPEDIA/COTOVELO;29;3;9.67;0
2024/12;BUCOMAXILOFACIAL/ORTOGNÁTICA;464;10;46.4;0
2026/02;PCCO - BARIATRICA;638;16;39.88;16
2024/01;ORTOPEDIA/9;114;7;16.29;0
2024/10;CIRURGIA PLÁSTICA/6;508;3;169.33;0
2026/09;ORTOPEDIA/RETIRADA DE FIO OU PINO;1099;18;61.06;0
2023/09;MASTOLOGIA/3;1032;25;41.28;0
2024/03;CIRURGIA PLÁSTICA/4;68;2;34.0;0
2026/01;CIRURGIA VASCULAR/4;27;2;13.5;0
2023/03;ORTOPEDIA;4610;427;10.8;921
2025/07;OTORRINOLARINGOLOGIA;15212;76;200.16;147
2024/02;CIRURGIA GERAL/8;33;5;6.6;0
2024/05;CIRURGIA VASCULAR/3;1473;6;245.5;0
2026/08;CIRURGIA VASCULAR/4;8;1;8.0;0
2026/08;ORTOPEDIA/COTOVELO;858;4;214.5;0
2025/01;ORTOPEDIA/MÃO;10236;42;243.71;0
2026/09;CIRURGIA TORÁCICA/1;38;2;19.0;0
2025/04;ONCOLOGIA/GINECOLOGIA;306;10;30.6;0
2026/04;UROLOGIA/3;7785;22;353.86;0
2023/04;MASTOLOGIA/2;10;1;10.0;0
2026/03;ORTOPEDIA/RETIRADA DE MATERIAL;5426;17;319.18;0
2025/02;ORTOPEDIA/3;819;7;117.0;0
2025/01;CIRURGIA CARDÍACA - PEDIATRICA/CIRURGIA CARDÍACA;1723;8;215.38;0
2025/02;ORTOPEDIA/JOELHO (ARTROSCOPIAS);14196;52;273.0;0
2024/06;ORTOPEDIA/QUADRIL;4400;53;83.02;0
2024/11;UROLOGIA/3;1518;14;108.43;0
2024/03;GINECOLOGIA/4;39;2;19.5;0
2025/12;CIRURGIA PLÁSTICA/GERAL;94;1;94.0;0
2025/09;UROLOGIA/1;2308;46;50.17;0
2023/03;CIRURGIA VASCULAR/2;13;8;1.63;0
2023/10;GINECOLOGIA;10769;376;28.64;399
2025/09;UROLOGIA/7;6837;16;427.31;0
2024/01;ONCOLOGIA/DERMATOLOGIA;181;19;9.53;0
2024/12;CIRURGIA GERAL/8;21;4;5.25;0
2025/02;CIRURGIA PEDIÁTRICA/2;730;13;56.15;0
2026/04;CIRURGIA PLÁSTICA/1;777;6;129.5;0
2024/04;CIRURGIA PLÁSTICA/4;94;1;94.0;0
2023/05;COLOPROCTOLOGIA/4;0;2;0.0;0
2026/09;ORTOPEDIA/COLUNA (DEFORMIDADES);51954;115;451.77;0
2025/11;ORTOPEDIA/4;1457;10;145.7;0
2026/01;ONCOLOGIA/COLOPROCTOLOGIA;164;6;27.33;0
2025/06;PROGRAMA TRANSEXUALIZADOR/CIRURGIA PLÁSTICA;2396;13;184.31;0
2025/12;UROLOGIA;2311;83;27.84;425
2025/07;BUCOMAXILOFACIAL/ORTOGNÁTICA;270;4;67.5;0
2023/08;CIRURGIA CARDÍACA - PEDIATRICA/CIRURGIA CARDÍACA;41;1;41.0;0
2023/02;UROLOGIA/1;353;37;9.54;0
2025/08;ORTOPEDIA/8;2471;5;494.2;0
2023/07;ORTOPEDIA/8;63;1;63.0;0
2025/08;ORTOPEDIA/TUMOR;115;5;23.0;0
2024/04;OTORRINOLARINGOLOGIA/NARIZ 1;435;16;27.19;0
2025/08;UROLOGIA/3;2677;24;111.54;0
2025/06;CIRURGIA CARDÍACA - ANGIOPLASTIA;381;22;17.32;22
2024/04;CIRURGIA CARDÍACA - ANGIOPLASTIA;985;57;17.28;37
2025/06;CIRURGIA VASCULAR/GERAL;19734;83;237.76;0
2024/12;CIRURGIA TORÁCICA/2;0;4;0.0;0
2024/07;UROLOGIA/5;1609;19;84.68;0
2024/11;UROLOGIA/GERAL;15105;227;66.54;0
2025/06;PCCO - BARIATRICA;163;15;10.87;14
2025/02;GINECOLOGIA;18192;352;51.68;356
2026/01;ORTOPEDIA/COTOVELO;31;3;10.33;0
2025/07;ORTOPEDIA/PÉ/TORNOZELO;1873;51;36.73;0
2024/06;GINECOLOGIA/MUTIRÃO;18;1;18.0;0
2025/04;ONCOLOGIA;2981;65;45.86;151
2024/01;ORTOPEDIA/QUADRIL;5341;103;51.85;0
2023/08;CIRURGIA VASCULAR/1;18;12;1.5;0
2024/03;NEUROCIRURGIA;56;3;18.67;33
2026/03;ORTOPEDIA/RETIRADA DE FIXADOR EXTERNO;736;27;27.26;0
2024/08;CIRURGIA GERAL/MUTIRÃO;1982;55;36.04;0
2024/01;UROLOGIA/5;764;8;95.5;0
2025/12;ORTOPEDIA/RETIRADA DE FIO OU PINO;311;7;44.43;0
2025/08;CIRURGIA VASCULAR/2;284;9;31.56;0
2024/02;GINECOLOGIA/2;220;2;110.0;0
2025/03;GINECOLOGIA/HISTERECTOMIA;146;3;48.67;0
2023/03;GINECOLOGIA/5;65;2;32.5;0
2023/05;MASTOLOGIA/4;21;1;21.0;0
2023/10;ONCOLOGIA/GINECOLOGIA;191;16;11.94;0
2024/05;ORTOPEDIA/COLUNA (DEFORMIDADES);220;3;73.33;0
2025/08;ORTOPEDIA/JOELHO (ARTROSCOPIAS);18650;42;444.05;0
2025/06;OTORRINOLARINGOLOGIA/3;1409;4;352.25;0
2025/04;NEUROCIRURGIA/2;18;1;18.0;0
2024/11;ORTOPEDIA/11;175;1;175.0;0
2024/10;CIRURGIA CARDÍACA - ADULTO/MARCAPASSO;20;1;20.0;0
2025/10;OTORRINOLARINGOLOGIA/4;372;2;186.0;0
2025/12;ORTOPEDIA/12;1378;2;689.0;0
2024/06;COLOPROCTOLOGIA/2;661;7;94.43;0
2024/06;MASTOLOGIA;35;2;17.5;25
2024/09;CIRURGIA PLÁSTICA/GERAL;138;2;69.0;0
2026/06;ORTOPEDIA/COLUNA (DEFORMIDADES);1707;6;284.5;0
2023/03;OTORRINOLARINGOLOGIA/CIRURGIAS PLÁSTICAS;55;4;13.75;0
2026/05;UROLOGIA/3;7205;23;313.26;0
2026/02;CIRURGIA PLÁSTICA/1;918;5;183.6;0
2025/01;ORTOPEDIA/6;513;3;171.0;0
2026/05;NEUROCIRURGIA/4;1008;4;252.0;0
2025/08;OFTALMOLOGIA/AMBULATORIAL - OD;17578;243;72.34;0
2026/06;CIRURGIA GERAL/3;4003;47;85.17;0
2024/06;CIRURGIA CARDÍACA - ADULTO/MARCAPASSO;34;1;34.0;0
2025/12;CIRURGIA DE CABEÇA E PESCOÇO/2;3389;7;484.14;0
2026/07;UROLOGIA/8;1444;16;90.25;0
2025/11;CIRURGIA VASCULAR/1;75;3;25.0;0
2025/07;CIRURGIA GERAL;44630;1004;44.45;1148
2023/02;CIRURGIA DE CABEÇA E PESCOÇO/2;41;5;8.2;0
2026/09;ORTOPEDIA/10;29889;72;415.13;0
2026/09;ORTOPEDIA/GERAL;135595;403;336.46;0
2024/07;CIRURGIA PEDIÁTRICA;1081;34;31.79;152
2023/08;CIRURGIA GERAL/8;19;6;3.17;0
2026/05;CIRURGIA CARDÍACA - ADULTO/CIRURGIA CARDÍACA;4235;20;211.75;0
2026/08;ORTOPEDIA/RETIRADA DE FIO OU PINO;1425;15;95.0;0
2025/10;CIRURGIA VASCULAR/2;209;8;26.13;0
2026/03;CIRURGIA PEDIÁTRICA/1;4378;88;49.75;0
2025/08;COLOPROCTOLOGIA/3;1021;5;204.2;0
2023/02;ORTOPEDIA/JOELHO;95;3;31.67;0
2025/03;OFTALMOLOGIA/AMBULATORIAL - OD;6471;180;35.95;0
2024/03;NEUROCIRURGIA/1;3208;22;145.82;0
2024/02;CIRURGIA GERAL/6;319;8;39.88;0
2025/03;OTORRINOLARINGOLOGIA/2;1025;9;113.89;0
2023/07;CIRURGIA VASCULAR/6;288;8;36.0;0
2026/01;ORTOPEDIA/12;182;1;182.0;0
2025/05;CIRURGIA VASCULAR/4;212;5;42.4;0
2024/02;OFTALMOLOGIA/PTERIGIO OD;586;122;4.8;0
2025/12;UROLOGIA/4;222;3;74.0;0
2025/07;MASTOLOGIA/3;405;22;18.41;0
2023/11;CIRURGIA PLÁSTICA/6;327;3;109.0;0
2025/11;OTORRINOLARINGOLOGIA/MUTIRÃO;1001;12;83.42;0
2025/06;CIRURGIA PLÁSTICA/3;104;1;104.0;0
2025/09;ORTOPEDIA/QUADRIL PEDIÁTRICA;678;5;135.6;0
2023/07;UROLOGIA/7;199;3;66.33;0
2023/06;ORTOPEDIA/PÉ/TORNOZELO;912;23;39.65;0
2024/09;OTORRINOLARINGOLOGIA/IMPLANTE COCLEAR;465;3;155.0;0
2024/12;CIRURGIA GERAL/10;1438;4;359.5;0
2024/06;ORTOPEDIA/1;707;96;7.36;0
2025/03;UROLOGIA/4;375;7;53.57;0
2023/08;ORTOPEDIA/10;18;1;18.0;0
2023/06;OFTALMOLOGIA/OD;6835;292;23.41;0
2025/06;ORTOPEDIA/2;314;25;12.56;0
2025/08;CIRURGIA PEDIÁTRICA/1;3919;73;53.68;0
2024/10;CIRURGIA VASCULAR/7;1339;4;334.75;0
2023/10;ORTOPEDIA;12750;601;21.21;1090
2023/09;CERFIS/1;173;10;17.3;0
2024/04;CIRURGIA PLÁSTICA/9;64;1;64.0;0
2023/09;CIRURGIA DE CABEÇA E PESCOÇO/2;917;9;101.89;0
2025/08;CIRURGIA TORÁCICA/2;58;2;29.0;0
2025/02;OFTALMOLOGIA/OD;23488;421;55.79;0
2025/10;NEUROCIRURGIA/1;6545;13;503.46;0
2023/03;GINECOLOGIA/4;13;2;6.5;0
2025/04;ORTOPEDIA/COLUNA (BLOQUEIOS);10;1;10.0;0
2025/09;DERMATOLOGIA;194;9;21.56;8
2023/06;ORTOPEDIA/QUADRIL;415;59;7.03;0
2025/01;BUCOMAXILOFACIAL/ORTOGNÁTICA;143;3;47.67;0
2023/10;UROLOGIA/6;675;3;225.0;0
2024/12;CARDIOLOGIA;212;8;26.5;8
2025/07;CIRURGIA VASCULAR/6;473;4;118.25;0
2024/03;GASTROENTEROLOGIA;56;3;18.67;3
2023/11;GINECOLOGIA/1;330;5;66.0;0
2025/12;CIRURGIA GERAL/GERAL;4811;70;68.73;0
2023/12;ORTOPEDIA/PÉ/TORNOZELO;1044;37;28.22;0
2023/04;ORTOPEDIA/1;630;84;7.5;0
2025/10;CIRURGIA CARDÍACA - ADULTO/MARCAPASSO;53;2;26.5;0
2026/09;UROLOGIA;7630;122;62.54;300
2023/07;CERFIS/1;558;12;46.5;0
2026/03;CIRURGIA GERAL;42152;965;43.68;1181
2024/12;OTORRINOLARINGOLOGIA/IMPLANTE COCLEAR;622;5;124.4;0
2025/05;CIRURGIA GERAL/PAREDE E CAVIDADE ABDOMINAL;647;24;26.96;0
2026/09;OTORRINOLARINGOLOGIA/3;72986;200;364.93;0
2025/11;ORTOPEDIA/MÃO;4281;46;93.07;0
2025/06;GINECOLOGIA/9;750;2;375.0;0
2024/02;CIRURGIA PLÁSTICA/5;247;1;247.0;0
2025/03;CIRURGIA PEDIÁTRICA/3;60;2;30.0;0
2026/09;ORTOPEDIA/REVISÃO JOELHO;59886;86;696.35;0
2024/06;GINECOLOGIA/HISTERECTOMIA;119;6;19.83;0
2023/10;OTORRINOLARINGOLOGIA/NARIZ 1;241;11;21.91;0
2026/02;ORTOPEDIA/JOELHO (ARTROSCOPIAS);4986;40;124.65;0
2024/10;CIRURGIA GERAL/FIGADO E VIAS BILIARES;10151;49;207.16;0
2024/11;CIRURGIA VASCULAR/5;41;1;41.0;0
2026/07;NEUROCIRURGIA/1;1586;17;93.29;0
2023/07;GASTROENTEROLOGIA;183;6;30.5;5
2024/11;CIRURGIA GERAL;25940;960;27.02;1117
2025/05;CIRURGIA CARDÍACA - ADULTO;397;7;56.71;10
2026/05;ONCOLOGIA/UROLOGIA;873;18;48.5;0
2025/11;CARDIOLOGIA;619;4;154.75;4
2024/05;GINECOLOGIA/GERAL;87;4;21.75;0
2024/08;CERFIS/1;147;3;49.0;0
2025/01;CIRURGIA PEDIÁTRICA/1;3214;73;44.03;0
2023/04;UROLOGIA/7;13;1;13.0;0
2024/09;ORTOPEDIA/REVISÃO JOELHO;158;1;158.0;0
2024/02;ORTOPEDIA/QUADRIL PEDIÁTRICA;389;2;194.5;0
2026/02;BUCOMAXILOFACIAL/ORTOGNÁTICA;366;6;61.0;0
2026/06;CIRURGIA VASCULAR;18311;175;104.63;232
2025/08;GINECOLOGIA/2;142;4;35.5;0
2026/03;GINECOLOGIA/GERAL;1309;30;43.63;0
2023/07;OTORRINOLARINGOLOGIA/LARINGE;394;4;98.5;0
2024/11;GINECOLOGIA/8;44;2;22.0;0
2024/09;OFTALMOLOGIA/HOSPITALAR - OE;320;27;11.85;0
2023/03;OTORRINOLARINGOLOGIA/LARINGE;140;3;46.67;0
2025/04;PCCO - BARIATRICA;567;32;17.72;29
2023/09;OFTALMOLOGIA/CATARATA OE;812;101;8.04;0
2024/06;ONCOLOGIA;778;18;43.22;80
2023/12;UROLOGIA/1;470;46;10.22;0
2026/09;ORTOPEDIA/PÉ E TORNOZELO;58;8;7.25;0
2026/08;CARDIOLOGIA ANGIOPLASTIA;1495;16;93.44;16
2025/12;UROLOGIA/3;1936;23;84.17;0
2023/08;GINECOLOGIA/5;87;2;43.5;0
2023/10;PCCO - BARIATRICA;1023;29;35.28;27
2025/02;CIRURGIA GERAL/GERAL;2305;72;32.01;0
2026/01;CARDIOLOGIA ANGIOPLASTIA;62;1;62.0;1
2024/09;NEUROCIRURGIA/3;0;2;0.0;0
2026/04;OTORRINOLARINGOLOGIA/OUVIDO 3;298;1;298.0;0
2024/06;CIRURGIA VASCULAR/1;7;10;0.7;0
2023/09;UROLOGIA/6;167;1;167.0;0
2023/09;OTORRINOLARINGOLOGIA/LARINGE;258;3;86.0;0
2026/02;CIRURGIA VASCULAR/2;215;12;17.92;0
2025/02;CIRURGIA PLÁSTICA/10;2691;6;448.5;0
2025/03;CIRURGIA GERAL/7;4632;13;356.31;0
2025/09;ORTOPEDIA/GERAL;2349;50;46.98;0
2024/11;ORTOPEDIA/RETIRADA;985;8;123.13;0
2023/12;GINECOLOGIA/3;851;8;106.38;0
2026/04;ORTOPEDIA/QUADRIL PEDIÁTRICA;746;2;373.0;0
2026/07;CIRURGIA PLÁSTICA/5;1984;2;992.0;0
2024/08;ONCOLOGIA/UROLOGIA;161;10;16.1;0
2025/01;ORTOPEDIA;22938;565;40.6;927
2024/08;OTORRINOLARINGOLOGIA/CIRURGIAS PLÁSTICAS;231;7;33.0;0
2024/07;CIRURGIA PLÁSTICA/4;227;3;75.67;0
2025/06;CIRURGIA VASCULAR/3;3273;8;409.13;0
2026/06;CIRURGIA GERAL/FIGADO E VIAS BILIARES;752;52;14.46;0
2025/08;ORTOPEDIA/GERAL;1344;64;21.0;0
2026/07;CIRURGIA VASCULAR/GERAL;5429;70;77.56;0
2024/11;ORTOPEDIA/QUADRIL;1839;47;39.13;0
2023/05;OFTALMOLOGIA/PTERIGIO OE;704;104;6.77;0
2026/01;OTORRINOLARINGOLOGIA/NARIZ 1;391;7;55.86;0
2025/07;GINECOLOGIA/8;58;1;58.0;0
2023/02;NEUROCIRURGIA/1;114;7;16.29;0
2025/04;MASTOLOGIA;393;12;32.75;34
2023/07;ORTOPEDIA/PÉ/TORNOZELO;590;24;24.58;0
2025/11;CIRURGIA GERAL/2;63;5;12.6;0
2024/10;ORTOPEDIA/MÃO;8366;35;239.03;0
2025/01;OTORRINOLARINGOLOGIA/OUVIDO 3;289;3;96.33;0
2024/10;CIRURGIA GERAL/4;389;12;32.42;0
2023/10;ORTOPEDIA/FIXADOR EXTERNO;542;14;38.71;0
2023/05;ORTOPEDIA;10989;578;19.01;1059
2024/04;UROLOGIA/7;304;2;152.0;0
2023/10;OFTALMOLOGIA/PTERIGIO OD;674;123;5.48;0
2023/11;ORTOPEDIA/QUADRIL;7918;109;72.64;0
2026/01;OTORRINOLARINGOLOGIA/3;937;6;156.17;0
2023/08;ONCOLOGIA/CIRURGIA GERAL;638;52;12.27;0
2025/04;CIRURGIA GERAL/6;392;7;56.0;0
2025/11;CIRURGIA PEDIÁTRICA/2;1209;17;71.12;0
2023/02;ORTOPEDIA/COTOVELO;25;3;8.33;0
2026/05;OTORRINOLARINGOLOGIA/3;2168;6;361.33;0
2025/09;ORTOPEDIA/9;1029;6;171.5;0
2025/04;ORTOPEDIA/COLUNA (ARTRODESE);885;11;80.45;0
2025/12;GASTROENTEROLOGIA;373;6;62.17;5
2025/09;MASTOLOGIA/3;647;18;35.94;0
2024/03;CIRURGIA GERAL/FIGADO E VIAS BILIARES;12507;66;189.5;0
2025/09;CIRURGIA VASCULAR/6;99;1;99.0;0
2025/06;ORTOPEDIA/COLUNA (ARTRODESE);874;9;97.11;0
2024/01;NEUROCIRURGIA/2;103;1;103.0;0
2024/12;ONCOLOGIA/COLOPROCTOLOGIA;115;3;38.33;0
2025/09;OTORRINOLARINGOLOGIA/4;140;2;70.0;0
2024/03;OTORRINOLARINGOLOGIA/NARIZ 1;723;15;48.2;0
2025/08;CIRURGIA PEDIÁTRICA/2;620;6;103.33;0
2024/05;CIRURGIA VASCULAR/7;82;4;20.5;0
2023/01;OTORRINOLARINGOLOGIA/CAVIDADE ORAL;19;4;4.75;0
2024/11;CIRURGIA CARDÍACA - ANGIOPLASTIA;143;17;8.41;17
2025/12;GINECOLOGIA/HISTERECTOMIA;515;7;73.57;0
2024/09;ORTOPEDIA/2;114;20;5.7;0
2026/02;GINECOLOGIA/HISTERECTOMIA;472;4;118.0;0
2024/06;GINECOLOGIA/9;295;1;295.0;0
2023/02;OTORRINOLARINGOLOGIA/1;21;2;10.5;0
2023/12;UROLOGIA/7;578;2;289.0;0
2023/03;GINECOLOGIA/2;344;10;34.4;0
2024/07;CIRURGIA GERAL/1;0;3;0.0;0
2024/05;CIRURGIA GERAL/6;136;6;22.67;0
2026/02;CIRURGIA VASCULAR/5;35;3;11.67;0
2024/03;CIRURGIA GERAL/8;129;6;21.5;0
2023/02;BUCOMAXILOFACIAL/GERAL;59;4;14.75;0
2024/05;ORTOPEDIA/1;739;82;9.01;0
2025/06;ORTOPEDIA/6;96;2;48.0;0
2023/03;CIRURGIA GERAL/6;0;6;0.0;0
2025/05;UROLOGIA/8;2111;14;150.79;0
2024/04;ORTOPEDIA/3;186;5;37.2;0
2025/07;OFTALMOLOGIA/OE;33158;601;55.17;0
2024/06;ORTOPEDIA/JOELHO (ARTROSCOPIAS);9590;51;188.04;0
2023/08;CIRURGIA GERAL;20884;960;21.75;1137
2023/04;ORTOPEDIA/COLUNA (ARTRODESE);384;10;38.4;0
2024/08;CIRURGIA PLÁSTICA/GERAL;85;3;28.33;0
2023/11;CIRURGIA GERAL/7;121;3;40.33;0
2023/05;CIRURGIA PEDIÁTRICA/2;22;3;7.33;0
2026/07;CIRURGIA GERAL/7;3500;5;700.0;0
