Mês;Especialidade;Dias em fila;Em fila;Tempo médio de espera (Dias);Procedimentos realizados
2026/02;GINECOLOGIA;49594;425;116.69;395
2023/08;GINECOLOGIA/GERAL;848;16;53.0;0
2026/07;ORTOPEDIA/7;1123;4;280.75;0
2023/07;CIRURGIA VASCULAR/3;157;2;78.5;0
2024/07;ORTOPEDIA/PEDIÁTRICA GERAL;3718;19;195.68;0
2025/09;OTORRINOLARINGOLOGIA/2;596;8;74.5;0
2024/05;CIRURGIA CARDÍACA - ADULTO/MARCAPASSO;397;1;397.0;0
2023/04;GINECOLOGIA/4;46;2;23.0;0
2024/01;CIRURGIA DE CABEÇA E PESCOÇO/1;155;2;77.5;0
2026/03;CIRURGIA GERAL/ESTOMAGO E INTESTINOS;813;30;27.1;0
2025/12;CIRURGIA VASCULAR/4;237;6;39.5;0
2023/12;ONCOLOGIA/MASTOLOGIA;57;7;8.14;0
2023/10;GINECOLOGIA/5;14;1;14.0;0
2023/08;CIRURGIA DE CABEÇA E PESCOÇO/2;2142;18;119.0;0
2026/01;ORTOPEDIA/JOELHO (ATJ);12280;16;767.5;0
2025/01;CERFIS/1;203;5;40.6;0
2025/10;BUCOMAXILOFACIAL/GERAL;1009;17;59.35;0
2026/02;CERFIS/1;5;1;5.0;0
2023/06;NEUROCIRURGIA;72;1;72.0;8
2025/01;ORTOPEDIA/COLUNA (BLOQUEIOS);215;6;35.83;0
2025/03;OTORRINOLARINGOLOGIA/LARINGE;132;3;44.0;0
2026/07;ORTOPEDIA/GERAL E TRAUMATOLOGIA;152;14;10.86;0
2023/11;GASTROENTEROLOGIA;201;7;28.71;4
2026/02;OTORRINOLARINGOLOGIA/LARINGE;291;2;145.5;0
2025/07;ORTOPEDIA/OMBRO;7060;77;91.69;0
2026/07;NEUROCIRURGIA/2;528;6;88.0;0
2025/06;GINECOLOGIA/GERAL;13093;76;172.28;0
2025/11;ORTOPEDIA MUTIRÃO;1965;6;327.5;3
2025/01;CIRURGIA GERAL/2;76;8;9.5;0
2025/10;ORTOPEDIA/OMBRO;5400;82;65.85;0
2023/11;ORTOPEDIA/5;44;1;44.0;0
2025/04;CIRURGIA VASCULAR/5;19;1;19.0;0
2024/03;ONCOLOGIA/UROLOGIA;151;10;15.1;0
2023/02;CIRURGIA GERAL/3;432;48;9.0;0
2026/06;ORTOPEDIA/PÉ/TORNOZELO;1663;52;31.98;0
2026/04;CIRURGIA TORÁCICA/2;26;2;13.0;0
2024/01;CIRURGIA VASCULAR;6517;88;74.06;128
2025/02;CIRURGIA DE CABEÇA E PESCOÇO/2;2801;9;311.22;0
2025/10;GINECOLOGIA;50039;515;97.16;475
2025/10;BUCOMAXILOFACIAL/ORTOGNÁTICA;156;3;52.0;0
2023/11;COLOPROCTOLOGIA/2;162;7;23.14;0
2024/06;CIRURGIA VASCULAR/2;253;10;25.3;0
2025/02;OFTALMOLOGIA/CATARATA OE;356;124;2.87;0
2026/02;ORTOPEDIA/GERAL E TRAUMATOLOGIA;95;5;19.0;0
2026/09;ONCOLOGIA/MASTOLOGIA;53;6;8.83;0
2023/12;CIRURGIA DE CABEÇA E PESCOÇO/2;269;4;67.25;0
2025/06;CIRURGIA VASCULAR/1;41;2;20.5;0
2026/06;OFTALMOLOGIA/AMBULATORIAL - OD;11339;181;62.65;0
2025/07;CIRURGIA TORÁCICA/2;338;2;169.0;0
2023/08;UROLOGIA/3;637;23;27.7;0
2026/06;ORTOPEDIA/PLEXO BRAQUIAL;24;1;24.0;0
2025/08;ORTOPEDIA/RETIRADA DE MATERIAL SÍNTESE;789;35;22.54;0
2025/09;ORTOPEDIA/RETIRADA DE FIXADOR EXTERNO;1829;47;38.91;0
2026/04;CIRURGIA PEDIÁTRICA/3;356;3;118.67;0
2026/06;OFTALMOLOGIA/CATARATA OD;505;122;4.14;0
2026/09;GINECOLOGIA/2;1065;9;118.33;0
2024/05;ORTOPEDIA/REVISÃO QUADRIL;0;2;0.0;0
2023/12;OTORRINOLARINGOLOGIA/OUVIDO 3;206;5;41.2;0
2026/04;ORTOPEDIA/7;350;2;175.0;0
2024/08;CIRURGIA TORÁCICA/3;528;2;264.0;0
2023/12;ORTOPEDIA/TUMOR;844;22;38.36;0
2024/09;UROLOGIA/GERAL;6044;161;37.54;0
2025/01;GINECOLOGIA/8;26;1;26.0;0
2024/10;COLOPROCTOLOGIA/1;3772;33;114.3;0
2023/05;OFTALMOLOGIA/CATARATA OE;488;101;4.83;0
2026/06;NEUROCIRURGIA/7;972;2;486.0;0
2024/08;GINECOLOGIA/HISTERECTOMIA;98;4;24.5;0
2023/02;OFTALMOLOGIA/CATARATA OD;199;55;3.62;0
2023/11;GINECOLOGIA/5;97;3;32.33;0
2024/11;UROLOGIA/LITIASE;486;16;30.38;0
2024/03;MASTOLOGIA/3;205;15;13.67;0
2025/04;GINECOLOGIA/6;2418;10;241.8;0
2023/10;OFTALMOLOGIA/CATARATA OD;351;111;3.16;0
2026/01;OFTALMOLOGIA/AMBULATORIAL - OE;19433;201;96.68;0
2023/01;UROLOGIA/LITIASE;59;13;4.54;0
2025/12;ORTOPEDIA/QUADRIL PEDIÁTRICA;159;3;53.0;0
2025/06;ORTOPEDIA;54381;707;76.92;1079
2026/08;COLOPROCTOLOGIA/2;789;4;197.25;0
2026/08;OTORRINOLARINGOLOGIA/3;829;4;207.25;0
2023/03;CIRURGIA TORÁCICA;82;2;41.0;24
2023/10;ORTOPEDIA/2;330;27;12.22;0
2023/09;ORTOPEDIA/RETIRADA;99;8;12.38;0
2025/02;GASTROENTEROLOGIA;511;6;85.17;3
2024/06;COLOPROCTOLOGIA;463;11;42.09;39
2024/02;CERFIS/1;28;3;9.33;0
2023/12;CIRURGIA PLÁSTICA/5;381;3;127.0;0
2025/09;ORTOPEDIA/OMBRO;5407;78;69.32;0
2023/05;COLOPROCTOLOGIA/1;791;30;26.37;0
2026/04;OFTALMOLOGIA/AMBULATORIAL - OD;6937;153;45.34;0
2025/04;ORTOPEDIA/6;651;2;325.5;0
2023/12;GINECOLOGIA/GERAL;240;5;48.0;0
2026/04;ONCOLOGIA/MASTOLOGIA;30;2;15.0;0
2023/05;ONCOLOGIA/GINECOLOGIA;82;8;10.25;0
2023/11;COLOPROCTOLOGIA/4;68;1;68.0;0
2024/11;CIRURGIA VASCULAR/2;298;7;42.57;0
2023/03;NEUROCIRURGIA/2;187;5;37.4;0
2026/04;ORTOPEDIA/JOELHO;51;4;12.75;0
2023/12;MASTOLOGIA/3;385;20;19.25;0
2026/08;ORTOPEDIA/6;1983;5;396.6;0
2023/02;ORTOPEDIA;3953;285;13.87;630
2023/04;OFTALMOLOGIA/PTERIGIO OD;412;101;4.08;0
2023/02;CERFIS/2;230;14;16.43;0
2026/02;GINECOLOGIA/GERAL;2302;38;60.58;0
2024/12;UROLOGIA/8;1291;10;129.1;0
2025/11;NEUROCIRURGIA/3;40;1;40.0;0
2024/11;CIRURGIA PLÁSTICA/GERAL;13;1;13.0;0
2024/10;ORTOPEDIA/RETIRADA;1433;11;130.27;0
2023/01;CIRURGIA GERAL/FIGADO E VIAS BILIARES;1;1;1.0;0
2025/05;UROLOGIA/RETIRADA DE DUPLO J;2216;119;18.62;0
2024/09;CIRURGIA VASCULAR/3;3153;20;157.65;0
2023/04;UROLOGIA/4;123;4;30.75;0
2025/07;OTORRINOLARINGOLOGIA/3;2521;9;280.11;0
2026/05;ONCOLOGIA/DERMATOLOGIA;498;40;12.45;0
2023/08;ORTOPEDIA;8391;632;13.28;1169
2026/08;OFTALMOLOGIA/CATARATA OD;549;120;4.58;0
2024/08;GINECOLOGIA/1;174;5;34.8;0
2025/07;COLOPROCTOLOGIA/3;463;3;154.33;0
2023/06;ORTOPEDIA/8;114;1;114.0;0
2025/02;CIRURGIA GERAL/6;393;5;78.6;0
2025/04;UROLOGIA/5;476;5;95.2;0
2025/11;OFTALMOLOGIA/AO;2143;19;112.79;0
2024/11;ORTOPEDIA/3;275;5;55.0;0
2023/09;CIRURGIA VASCULAR/3;865;6;144.17;0
2024/04;DERMATOLOGIA;202;10;20.2;10
2024/09;NEUROCIRURGIA/1;791;10;79.1;0
2023/09;OTORRINOLARINGOLOGIA/NARIZ 2;285;8;35.63;0
2024/10;COLOPROCTOLOGIA/3;967;5;193.4;0
2024/03;ORTOPEDIA/COLUNA (BLOQUEIOS);404;4;101.0;0
2025/12;OFTALMOLOGIA/OD;18818;319;58.99;0
2026/05;OFTALMOLOGIA/AO;3792;36;105.33;0
2025/05;ORTOPEDIA/TUMOR;291;11;26.45;0
2026/03;OTORRINOLARINGOLOGIA/CIRURGIAS PLÁSTICAS;221;1;221.0;0
2024/09;CIRURGIA VASCULAR/4;665;7;95.0;0
2025/10;ORTOPEDIA/QUADRIL PEDIÁTRICA;686;5;137.2;0
2026/06;CIRURGIA PEDIÁTRICA;7770;31;250.65;82
2025/09;UROLOGIA/3;9117;29;314.38;0
2023/07;ONCOLOGIA/UROLOGIA;48;3;16.0;0
2024/07;GINECOLOGIA/HISTERECTOMIA;83;4;20.75;0
2026/02;ORTOPEDIA/OMBRO E COTOVELO;20;3;6.67;0
2025/02;CIRURGIA VASCULAR/4;330;8;41.25;0
2024/03;OTORRINOLARINGOLOGIA/3;1953;11;177.55;0
2026/02;OTORRINOLARINGOLOGIA/2;100;1;100.0;0
2025/07;CIRURGIA VASCULAR/2;393;9;43.67;0
2024/10;ORTOPEDIA/COLUNA (BLOQUEIOS);1249;6;208.17;0
2023/09;OTORRINOLARINGOLOGIA/CIRURGIAS PLÁSTICAS;108;3;36.0;0
2023/07;MASTOLOGIA/3;221;15;14.73;0
2026/04;COLOPROCTOLOGIA/1;2745;32;85.78;0
2026/08;GINECOLOGIA;32127;421;76.31;405
2024/03;UROLOGIA/1;644;45;14.31;0
2026/01;COLOPROCTOLOGIA/1;890;17;52.35;0
2024/10;OTORRINOLARINGOLOGIA/CIRURGIAS PLÁSTICAS;285;6;47.5;0
2026/04;UROLOGIA/RETIRADA DE DUPLO J;2191;163;13.44;0
2025/01;OFTALMOLOGIA/CATARATA OD;703;139;5.06;0
2024/01;CIRURGIA DE CABEÇA E PESCOÇO/2;1086;7;155.14;0
2025/07;NEUROCIRURGIA/5;2707;4;676.75;0
2023/04;CIRURGIA GERAL;10729;567;18.92;741
2025/08;UROLOGIA/4;198;1;198.0;0
2024/07;OFTALMOLOGIA/OE;24139;422;57.2;0
2023/02;COLOPROCTOLOGIA/1;383;25;15.32;0
2025/03;OTORRINOLARINGOLOGIA/OUVIDO 1;87;4;21.75;0
2024/07;CIRURGIA CARDÍACA - ANGIOPLASTIA;520;30;17.33;26
2023/11;PCCO - BARIATRICA;1015;34;29.85;31
2023/03;CIRURGIA GERAL/5;139;14;9.93;0
2023/07;OTORRINOLARINGOLOGIA/3;207;2;103.5;0
2024/05;ONCOLOGIA;658;14;47.0;76
2024/01;ORTOPEDIA/TUMOR;1057;14;75.5;0
2026/05;CIRURGIA TORÁCICA/3;115;3;38.33;0
2023/12;ORTOPEDIA/JOELHO (ATJ);20;1;20.0;0
2024/03;UROLOGIA/2;3503;36;97.31;0
2024/08;ORTOPEDIA/PÉ/TORNOZELO;977;31;31.52;0
2025/07;ORTOPEDIA/4;856;8;107.0;0
2023/12;ORTOPEDIA/7;378;3;126.0;0
2025/09;ORTOPEDIA/JOELHO (ARTROSCOPIAS);11708;43;272.28;0
2023/11;PROGRAMA TRANSEXUALIZADOR;83;1;83.0;1
2025/04;OTORRINOLARINGOLOGIA/IMPLANTE COCLEAR;1024;4;256.0;0
2026/06;ORTOPEDIA/7;1619;5;323.8;0
2024/08;ORTOPEDIA/PEDIÁTRICA GERAL;4540;19;238.95;0
2023/12;NEUROCIRURGIA/2;252;3;84.0;0
2025/04;CIRURGIA PEDIÁTRICA/2;1618;14;115.57;0
2024/04;ORTOPEDIA/FIXADOR EXTERNO;707;17;41.59;0
2025/06;CERFIS/2;606;7;86.57;0
2023/05;UROLOGIA/3;791;21;37.67;0
2026/07;ORTOPEDIA/10;1868;3;622.67;0
2026/08;ORTOPEDIA/ARTROPLASTIA;341;1;341.0;0
2023/12;CIRURGIA PLÁSTICA/1;548;4;137.0;0
2026/06;ORTOPEDIA/OMBRO E COTOVELO;39;2;19.5;0
2024/04;UROLOGIA/RETIRADA DE DUPLO J;0;11;0.0;0
2025/03;UROLOGIA/LITIASE;465;22;21.14;0
2025/07;ONCOLOGIA/DERMATOLOGIA;635;42;15.12;0
2023/03;COLOPROCTOLOGIA/2;93;4;23.25;0
2026/08;ORTOPEDIA/8;3314;7;473.43;0
2026/04;CIRURGIA GERAL;38549;890;43.31;1129
2023/05;ORTOPEDIA/RETIRADA;87;5;17.4;0
2023/05;PCCO - BARIATRICA;828;46;18.0;46
2024/06;ODONTOLOGIA PARA PACIENTES COM NECESSIDADES ESPECIAIS;1314;39;33.69;35
2026/04;CIRURGIA GERAL/7;2090;5;418.0;0
2024/06;MASTOLOGIA/5;335;5;67.0;0
2023/11;CIRURGIA PEDIÁTRICA/2;1567;15;104.47;0
2024/04;CIRURGIA GERAL/4;255;8;31.88;0
2023/07;CIRURGIA GERAL/GERAL;317;4;79.25;0
2026/03;CIRURGIA VASCULAR/4;955;5;191.0;0
2023/05;CIRURGIA TORÁCICA;153;7;21.86;17
2024/08;OTORRINOLARINGOLOGIA/IMPLANTE COCLEAR;581;3;193.67;0
2026/06;GINECOLOGIA/GERAL;1515;33;45.91;0
2023/06;ORTOPEDIA/7;14;1;14.0;0
2024/08;CIRURGIA PEDIÁTRICA;1246;27;46.15;129
2026/04;UROLOGIA;2013;65;30.97;482
2025/06;ORTOPEDIA/ARTROPLASTIA;1350;3;450.0;0
2026/03;ONCOLOGIA/MASTOLOGIA;46;4;11.5;0
2023/08;UROLOGIA/7;15;1;15.0;0
2025/04;BUCOMAXILOFACIAL;77;15;5.13;21
2023/07;CIRURGIA DE CABEÇA E PESCOÇO/2;790;8;98.75;0
2026/01;OTORRINOLARINGOLOGIA/CAVIDADE ORAL;1375;35;39.29;0
2023/01;ORTOPEDIA/JOELHO;13;1;13.0;0
2025/04;MASTOLOGIA/3;217;15;14.47;0
2023/09;CIRURGIA CARDÍACA - ADULTO/CIRURGIA CARDÍACA;157;2;78.5;0
2023/05;OFTALMOLOGIA/CATARATA OD;390;100;3.9;0
2023/12;OFTALMOLOGIA/CATARATA OE;544;127;4.28;0
2025/02;ONCOLOGIA/COLOPROCTOLOGIA;61;2;30.5;0
2025/03;COLOPROCTOLOGIA;822;21;39.14;63
2023/05;ORTOPEDIA/RETIRADA DE MATERIAL;1911;42;45.5;0
2025/11;OFTALMOLOGIA/CATARATA OD;567;125;4.54;0
2024/11;OTORRINOLARINGOLOGIA/OUVIDO 3;93;3;31.0;0
2025/08;ONCOLOGIA;4688;87;53.89;155
2026/03;OTORRINOLARINGOLOGIA;5952;78;76.31;151
2023/09;ORTOPEDIA/PEDIÁTRICA GERAL;196;1;196.0;0
2025/12;ORTOPEDIA/TUMOR;246;6;41.0;0
2024/05;COLOPROCTOLOGIA/3;127;3;42.33;0
2026/07;ONCOLOGIA/GINECOLOGIA;143;7;20.43;0
2024/06;CIRURGIA PEDIÁTRICA/3;173;5;34.6;0
2026/01;ORTOPEDIA/COLUNA (BLOQUEIOS);142;2;71.0;0
2026/01;UROLOGIA/4;87;1;87.0;0
2025/04;MASTOLOGIA/4;201;1;201.0;0
2026/01;CERFIS/1;510;6;85.0;0
2024/06;ORTOPEDIA/2;978;27;36.22;0
2025/06;UROLOGIA;4025;72;55.9;395
2023/05;CIRURGIA VASCULAR/1;0;20;0.0;0
2026/05;ORTOPEDIA/MÃO E PUNHO;81;4;20.25;0
2024/10;ORTOPEDIA/RETIRADA DE MATERIAL;6190;20;309.5;0
2023/06;CIRURGIA VASCULAR/4;174;12;14.5;0
2025/03;ORTOPEDIA/PLEXO BRAQUIAL;245;3;81.67;0
2024/03;ONCOLOGIA/CIRURGIA GERAL;276;19;14.53;0
2023/09;CIRURGIA PLÁSTICA/7;131;1;131.0;0
2024/05;ORTOPEDIA/5;169;1;169.0;0
2023/04;OTORRINOLARINGOLOGIA;736;16;46.0;93
2023/05;NEUROCIRURGIA/2;376;9;41.78;0
2026/05;CIRURGIA VASCULAR/GERAL;2677;59;45.37;0
2026/06;ORTOPEDIA/GERAL;2648;40;66.2;0
2025/11;ORTOPEDIA/RETIRADA DE MATERIAL SÍNTESE;924;27;34.22;0
2024/04;ONCOLOGIA/GINECOLOGIA;316;15;21.07;0
2025/08;CIRURGIA PEDIÁTRICA;4407;43;102.49;116
2025/11;CIRURGIA GERAL/1;252;1;252.0;0
2025/07;OTORRINOLARINGOLOGIA/NARIZ 2;63;4;15.75;0
2026/05;ORTOPEDIA/REVISÃO JOELHO;532;1;532.0;0
2023/07;CIRURGIA VASCULAR;2597;74;35.09;138
2023/07;ORTOPEDIA/REVISÃO QUADRIL;0;5;0.0;0
2026/03;OFTALMOLOGIA/HOSPITALAR - OE;1369;12;114.08;0
2023/12;OTORRINOLARINGOLOGIA/NARIZ 2;371;5;74.2;0
2023/07;CIRURGIA TORÁCICA;116;4;29.0;8
2025/12;COLOPROCTOLOGIA;2317;31;74.74;40
2026/03;NEUROCIRURGIA/7;986;2;493.0;0
2024/07;CIRURGIA PLÁSTICA/5;1820;8;227.5;0
2025/07;UROLOGIA/GERAL;21678;184;117.82;0
2024/06;OTORRINOLARINGOLOGIA/4;990;3;330.0;0
2023/08;OTORRINOLARINGOLOGIA/3;347;4;86.75;0
2025/02;ORTOPEDIA/TUMOR;439;6;73.17;0
2024/09;CIRURGIA VASCULAR;13549;141;96.09;256
2025/01;OTORRINOLARINGOLOGIA/OUVIDO 1;77;4;19.25;0
2025/07;CIRURGIA VASCULAR/3;156;5;31.2;0
2025/01;CIRURGIA VASCULAR/3;353;8;44.13;0
2025/02;UROLOGIA/3;1260;17;74.12;0
2024/05;CIRURGIA GERAL/3;258;24;10.75;0
2024/10;OTORRINOLARINGOLOGIA/OUVIDO 1;320;9;35.56;0
2023/09;CIRURGIA GERAL/ESTOMAGO E INTESTINOS;356;39;9.13;0
2025/05;CIRURGIA GERAL/8;5;1;5.0;0
2023/09;CIRURGIA PLÁSTICA/1;0;1;0.0;0
2023/08;CIRURGIA GERAL/PAREDE E CAVIDADE ABDOMINAL;1590;42;37.86;0
2025/11;GINECOLOGIA;40976;418;98.03;415
2024/09;CIRURGIA PLÁSTICA/9;68;1;68.0;0
2023/09;OTORRINOLARINGOLOGIA/OUVIDO 1;231;3;77.0;0
2026/06;CIRURGIA GERAL;34150;923;37.0;1189
2024/12;ORTOPEDIA/7;356;2;178.0;0
2024/05;CIRURGIA TORÁCICA/2;36;5;7.2;0
2025/09;ORTOPEDIA/6;1595;3;531.67;0
2025/07;CIRURGIA CARDÍACA - ADULTO;167;6;27.83;6
2025/08;ORTOPEDIA;48299;776;62.24;1263
2024/01;GINECOLOGIA/3;1381;8;172.63;0
2023/12;ORTOPEDIA/JOELHO (ARTROSCOPIAS);1803;36;50.08;0
2026/06;OTORRINOLARINGOLOGIA/NARIZ 2;27;1;27.0;0
2024/06;CIRURGIA PEDIÁTRICA/2;953;8;119.13;0
2023/08;UROLOGIA/1;1437;55;26.13;0
2024/10;ORTOPEDIA/QUADRIL;2148;42;51.14;0
2024/06;ONCOLOGIA/MASTOLOGIA;382;11;34.73;0
2025/04;OTORRINOLARINGOLOGIA/2;548;9;60.89;0
2023/12;CIRURGIA VASCULAR;4060;67;60.6;136
2025/02;ORTOPEDIA/RETIRADA;1719;8;214.88;0
2024/12;MASTOLOGIA/5;106;4;26.5;0
2024/11;CIRURGIA GERAL/10;2005;4;501.25;0
2023/11;OTORRINOLARINGOLOGIA/NARIZ 2;405;9;45.0;0
2026/07;MASTOLOGIA/3;695;19;36.58;0
2026/09;CIRURGIA PEDIÁTRICA/2;5963;69;86.42;0
2026/09;NEUROCIRURGIA/3;122;8;15.25;0
2024/06;CIRURGIA TORÁCICA;105;2;52.5;6
2023/02;OTORRINOLARINGOLOGIA/OUVIDO 2;23;1;23.0;0
2025/09;PROGRAMA TRANSEXUALIZADOR/GINECOLOGIA;335;5;67.0;0
2025/10;GINECOLOGIA/6;927;14;66.21;0
2023/01;UROLOGIA/RETIRADA;505;53;9.53;0
2025/12;ORTOPEDIA/ARTROPLASTIA;937;1;937.0;0
2023/09;NEUROCIRURGIA/4;655;11;59.55;0
2026/04;ORTOPEDIA/QUADRIL;1976;43;45.95;0
2023/02;GINECOLOGIA;4054;197;20.58;203
2024/03;UROLOGIA/LITIASE;2093;41;51.05;0
2024/10;ORTOPEDIA/PLEXO BRAQUIAL;165;3;55.0;0
2024/11;CIRURGIA CARDÍACA - ADULTO;90;10;9.0;11
2023/02;CIRURGIA CARDÍACA - ADULTO;196;18;10.89;15
2025/07;GINECOLOGIA/9;3035;9;337.22;0
2025/07;COLOPROCTOLOGIA;727;10;72.7;39
2023/04;CIRURGIA GERAL/8;0;8;0.0;0
2023/12;CIRURGIA VASCULAR/GERAL;7331;54;135.76;0
2026/01;CIRURGIA TORÁCICA/2;7;1;7.0;0
2025/08;ORTOPEDIA/5;2460;4;615.0;0
2025/11;CIRURGIA DE CABEÇA E PESCOÇO;471;8;58.88;16
2025/01;ORTOPEDIA/1;649;65;9.98;0
2025/02;ORTOPEDIA/RETIRADA DE MATERIAL SÍNTESE;728;36;20.22;0
2025/03;CIRURGIA DE CABEÇA E PESCOÇO/2;1038;7;148.29;0
2025/11;ORTOPEDIA/JOELHO;119;7;17.0;0
2025/12;OTORRINOLARINGOLOGIA/IMPLANTE COCLEAR;69;1;69.0;0
2024/07;ORTOPEDIA/JOELHO;97;1;97.0;0
2025/12;ODONTOLOGIA PARA PACIENTES COM NECESSIDADES ESPECIAIS;2393;38;62.97;35
2023/06;UROLOGIA/1;770;19;40.53;0
2024/11;CIRURGIA GERAL/4;472;9;52.44;0
2026/09;ORTOPEDIA/RETIRADA DE FIXADOR EXTERNO;471;27;17.44;0
2026/02;UROLOGIA/5;869;6;144.83;0
2024/09;CIRURGIA PEDIÁTRICA/2;601;10;60.1;0
2023/01;UROLOGIA;129;15;8.6;160
2023/03;OTORRINOLARINGOLOGIA/NARIZ 2;42;4;10.5;0
2026/01;BUCOMAXILOFACIAL/ORTOGNÁTICA;310;3;103.33;0
2026/01;UROLOGIA/RETIRADA DE DUPLO J;3341;129;25.9;0
2026/01;GINECOLOGIA/6;1725;15;115.0;0
2023/06;ORTOPEDIA/OMBRO;2114;87;24.3;0
2023/02;ORTOPEDIA/MÃO;232;51;4.55;0
2024/06;NEUROCIRURGIA/4;1709;7;244.14;0
2026/09;NEUROCIRURGIA/7;17761;51;348.25;0
2025/04;ORTOPEDIA/JOELHO (ATJ);5476;9;608.44;0
2023/08;CIRURGIA CARDÍACA - ADULTO/GERAL;761;4;190.25;0
2026/02;CIRURGIA PLÁSTICA/6;1373;8;171.63;0
2024/05;CERFIS/1;58;6;9.67;0
2025/10;ORTOPEDIA MUTIRÃO;2963;15;197.53;15
2025/10;CIRURGIA PLÁSTICA/4;109;1;109.0;0
2026/08;CIRURGIA GERAL/FIGADO E VIAS BILIARES;1091;50;21.82;0
2026/03;OFTALMOLOGIA/HOSPITALAR - OD;2551;16;159.44;0
2025/10;ORTOPEDIA/OMBRO (ARTROPLASTIAS);458;1;458.0;0
2026/09;CIRURGIA PLÁSTICA/4;2764;6;460.67;0
2024/04;CIRURGIA VASCULAR;6862;94;73.0;161
2024/05;NEUROCIRURGIA/5;373;2;186.5;0
2026/08;NEUROCIRURGIA/2;734;9;81.56;0
2024/05;ORTOPEDIA/PÉ/TORNOZELO;1028;46;22.35;0
2026/04;CIRURGIA GERAL/3;2828;33;85.7;0
2025/01;CIRURGIA PLÁSTICA/3;80;1;80.0;0
2026/07;ORTOPEDIA/PÉ/TORNOZELO;6816;42;162.29;0
2023/10;CERFIS/1;160;10;16.0;0
2026/08;ONCOLOGIA/UROLOGIA;229;16;14.31;0
2024/08;CIRURGIA GERAL/10;1741;5;348.2;0
2026/02;BUCOMAXILOFACIAL;294;15;19.6;31
2026/07;ORTOPEDIA/11;358;1;358.0;0
2024/04;OFTALMOLOGIA/CATARATA OE;867;147;5.9;0
2024/08;ORTOPEDIA/RETIRADA DE MATERIAL;1735;5;347.0;0
2024/08;CIRURGIA PLÁSTICA/4;675;7;96.43;0
2026/04;COLOPROCTOLOGIA/2;157;2;78.5;0
2023/02;CIRURGIA CARDÍACA - ANGIOPLASTIA;173;19;9.11;17
2025/05;MASTOLOGIA/4;38;3;12.67;0
2025/10;OTORRINOLARINGOLOGIA;5449;82;66.45;166
2023/12;ORTOPEDIA/3;2;1;2.0;0
2026/06;ONCOLOGIA/CIRURGIA GERAL;340;25;13.6;0
2026/03;PROGRAMA TRANSEXUALIZADOR/OTORRINOLARINGOLOGIA;783;4;195.75;0
2025/03;CIRURGIA CARDÍACA - ADULTO;213;9;23.67;13
2026/03;CIRURGIA GERAL/1;93;1;93.0;0
2025/10;CIRURGIA GERAL/GERAL;4163;70;59.47;0
2024/09;GINECOLOGIA/2;434;5;86.8;0
2025/07;OFTALMOLOGIA/HOSPITALAR - OD;1222;12;101.83;0
2023/10;GASTROENTEROLOGIA;254;5;50.8;4
2024/10;CIRURGIA TORÁCICA/2;864;6;144.0;0
2025/07;GASTROENTEROLOGIA;9;1;9.0;1
2026/05;ORTOPEDIA/PÉ/TORNOZELO;2438;43;56.7;0
2023/03;CIRURGIA VASCULAR/GERAL;1289;37;34.84;0
2023/03;UROLOGIA;2133;96;22.22;318
2024/10;GINECOLOGIA/9;828;2;414.0;0
2024/10;UROLOGIA/LITIASE;367;13;28.23;0
2024/04;UROLOGIA/LITIASE;1449;26;55.73;0
2024/05;CIRURGIA PEDIÁTRICA/3;1013;5;202.6;0
2025/08;MASTOLOGIA;483;13;37.15;32
2026/08;OFTALMOLOGIA/CATARATA OE;741;120;6.18;0
2025/02;ORTOPEDIA/GERAL;4010;29;138.28;0
2024/12;OFTALMOLOGIA/OE;14101;331;42.6;0
2023/08;GINECOLOGIA/8;145;1;145.0;0
2025/11;COLOPROCTOLOGIA/4;12;1;12.0;0
2025/10;OFTALMOLOGIA/OD;25319;563;44.97;0
2023/04;NEUROCIRURGIA;42;1;42.0;17
2024/04;ORTOPEDIA/4;968;14;69.14;0
2024/01;ORTOPEDIA/JOELHO;95;5;19.0;0
2026/03;CIRURGIA DE CABEÇA E PESCOÇO/2;5988;12;499.0;0
2024/05;ORTOPEDIA/2;108;15;7.2;0
2024/11;CIRURGIA GERAL/ESTOMAGO E INTESTINOS;683;42;16.26;0
2024/01;CIRURGIA GERAL/8;23;3;7.67;0
2023/07;CIRURGIA CARDÍACA - ADULTO/MARCAPASSO;34;1;34.0;0
2026/05;CIRURGIA PLÁSTICA/1;830;3;276.67;0
2025/06;CIRURGIA GERAL/GERAL;2040;69;29.57;0
2023/10;DERMATOLOGIA;646;17;38.0;17
2025/04;CIRURGIA PLÁSTICA/GERAL;57;2;28.5;0
2026/02;OTORRINOLARINGOLOGIA/CIRURGIAS PLÁSTICAS;75;1;75.0;0
2024/05;OTORRINOLARINGOLOGIA/CAVIDADE ORAL;426;19;22.42;0
2024/05;ORTOPEDIA/GERAL;4576;56;81.71;0
2024/01;CIRURGIA VASCULAR/3;562;2;281.0;0
2023/06;MASTOLOGIA/2;26;1;26.0;0
2023/05;ORTOPEDIA/1;204;64;3.19;0
2025/05;ORTOPEDIA/10;1816;4;454.0;0
2024/10;NEUROCIRURGIA/5;140;1;140.0;0
2025/06;OTORRINOLARINGOLOGIA/IMPLANTE COCLEAR;124;2;62.0;0
2024/03;ORTOPEDIA/PEDIÁTRICA GERAL;1312;5;262.4;0
